Winner,Final Score Away,Final Score Home,Final Score Difference,Half Score Away,Half Score Home,Half Score Difference,Away FGA,Home FGA,Away FG,Home FG,Away 3PT,Home 3PT,Away EFG,Home EFG,Away Pos,Home Pos,Away TO,Home TO,Away TPP,Home TPP,Away OR,Home OR,Away DR,Home DR,Away ORP,Home ORP,Away DRP,Home DRP,Away DTPP,Home DTPP
Home,116,117,-1,59,54,5,40,43,19,21,5,3,0.5375,0.5232558139534884,42,38,3,4,0.0714285714285714,0.1052631578947368,8,5,18,16,0.3809523809523809,0.2272727272727272,0.8181818181818182,0.7619047619047619,0.0952380952380952,0.0789473684210526
Away,94,88,6,49,43,6,38,43,19,17,2,3,0.5263157894736842,0.4302325581395348,47,45,16,9,0.3404255319148936,0.2,9,6,23,13,0.4736842105263157,0.2307692307692307,0.8846153846153846,0.6842105263157895,0.1914893617021276,0.3555555555555555
Away,107,100,7,59,58,1,44,50,23,19,7,4,0.6022727272727273,0.42,45,50,12,5,0.2666666666666666,0.1,6,12,22,18,0.2857142857142857,0.3870967741935484,0.7096774193548387,0.8571428571428571,0.1111111111111111,0.24
Away,141,121,20,72,74,-2,46,48,25,29,15,13,0.7065217391304348,0.7395833333333334,48,48,8,4,0.1666666666666666,0.0833333333333333,6,5,16,15,0.2857142857142857,0.2631578947368421,0.8421052631578947,0.7142857142857143,0.0833333333333333,0.1666666666666666
Home,100,111,-11,46,56,-10,45,47,16,22,8,5,0.4444444444444444,0.5212765957446809,45,45,5,7,0.1111111111111111,0.1555555555555555,5,11,18,25,0.1724137931034483,0.44,0.72,0.8620689655172413,0.1555555555555555,0.1111111111111111
Home,109,136,-27,55,59,-4,48,45,20,24,5,7,0.46875,0.6111111111111112,50,46,5,7,0.1,0.1521739130434782,9,3,20,25,0.3214285714285714,0.1428571428571428,0.9523809523809524,0.8928571428571429,0.14,0.108695652173913
Away,112,110,2,59,49,10,40,45,23,20,4,5,0.625,0.5,47,46,9,8,0.1914893617021276,0.1739130434782608,3,7,19,14,0.1764705882352941,0.28,0.76,0.8235294117647058,0.1702127659574468,0.1956521739130435
Away,128,120,8,71,64,7,44,46,26,23,6,7,0.6590909090909091,0.5760869565217391,45,46,6,7,0.1333333333333333,0.1521739130434782,6,9,16,15,0.3333333333333333,0.391304347826087,0.6956521739130435,0.8333333333333334,0.1555555555555555,0.1304347826086956
Away,120,107,13,61,63,-2,48,54,24,23,10,5,0.6041666666666666,0.4722222222222222,44,47,5,3,0.1136363636363636,0.0638297872340425,6,13,18,19,0.25,0.4193548387096774,0.5806451612903226,0.7916666666666666,0.0681818181818181,0.1063829787234042
Away,98,97,1,47,47,0,39,47,16,18,4,6,0.4615384615384615,0.4468085106382978,46,43,9,7,0.1956521739130435,0.1627906976744186,6,8,21,18,0.2608695652173913,0.2758620689655172,0.7241379310344828,0.782608695652174,0.1521739130434782,0.2093023255813953
Home,115,120,-5,57,62,-5,46,41,24,22,5,4,0.5760869565217391,0.5853658536585366,41,44,7,6,0.1707317073170731,0.1363636363636363,11,7,13,13,0.5,0.3684210526315789,0.6842105263157895,0.5909090909090909,0.1463414634146341,0.1590909090909091
Home,104,117,-13,46,56,-10,41,49,14,23,2,5,0.3658536585365853,0.5204081632653061,48,39,8,6,0.1666666666666666,0.1538461538461538,14,7,19,21,0.5185185185185185,0.2692307692307692,0.7307692307692307,0.7777777777777778,0.125,0.2051282051282051
Home,112,127,-15,64,64,0,44,50,22,25,12,8,0.6363636363636364,0.58,48,45,7,3,0.1458333333333333,0.0666666666666666,7,6,21,19,0.3181818181818182,0.24,0.84,0.8636363636363636,0.0625,0.1555555555555555
Home,95,108,-13,43,54,-11,46,39,14,18,5,3,0.358695652173913,0.5,41,44,9,6,0.2195121951219512,0.1363636363636363,13,8,17,21,0.40625,0.3809523809523809,0.8095238095238095,0.65625,0.1463414634146341,0.2045454545454545
Away,101,93,8,47,57,-10,43,44,21,21,4,4,0.5348837209302325,0.5227272727272727,41,47,9,2,0.2195121951219512,0.0425531914893617,5,8,20,17,0.2272727272727272,0.3478260869565217,0.8695652173913043,0.7727272727272727,0.048780487804878,0.1914893617021276
Home,105,123,-18,63,71,-8,42,42,21,26,8,9,0.5952380952380952,0.7261904761904762,45,44,8,5,0.1777777777777777,0.1136363636363636,7,5,18,17,0.3333333333333333,0.3125,1.125,0.8095238095238095,0.1111111111111111,0.1818181818181818
Away,123,102,21,55,52,3,45,55,21,21,1,10,0.4777777777777778,0.4727272727272727,50,45,7,7,0.14,0.1555555555555555,9,12,22,18,0.375,0.3529411764705882,0.6470588235294118,0.75,0.14,0.1555555555555555
Home,115,122,-7,50,49,1,50,53,20,18,6,8,0.46,0.4150943396226415,51,52,5,5,0.0980392156862745,0.0961538461538461,4,7,29,28,0.1333333333333333,0.2,0.8285714285714286,0.9333333333333332,0.0980392156862745,0.0961538461538461
Home,81,104,-23,40,39,1,45,39,17,13,2,2,0.4,0.358974358974359,40,43,6,8,0.15,0.1860465116279069,9,8,19,21,0.3214285714285714,0.3076923076923077,0.7307692307692307,0.75,0.2,0.1395348837209302
Away,122,116,6,55,64,-9,42,50,18,21,7,12,0.5119047619047619,0.54,44,44,8,6,0.1818181818181818,0.1363636363636363,6,12,18,18,0.25,0.4137931034482758,0.6206896551724138,0.75,0.1363636363636363,0.1818181818181818
Away,109,92,17,50,43,7,45,42,20,17,8,6,0.5333333333333333,0.4761904761904761,49,47,7,9,0.1428571428571428,0.1914893617021276,7,2,23,20,0.28,0.08,0.92,0.8,0.1836734693877551,0.1489361702127659
Home,97,115,-18,43,67,-24,41,44,16,26,3,7,0.4268292682926829,0.6704545454545454,42,42,9,3,0.2142857142857142,0.0714285714285714,10,6,14,17,0.4,0.3333333333333333,0.7777777777777778,0.68,0.0714285714285714,0.2142857142857142
Away,105,87,18,57,40,17,46,39,21,13,7,2,0.532608695652174,0.358974358974359,41,43,7,9,0.1707317073170731,0.2093023255813953,10,10,20,15,0.4,0.3846153846153846,0.7692307692307693,0.6,0.2195121951219512,0.1627906976744186
Home,104,130,-26,52,69,-17,46,46,22,26,5,9,0.532608695652174,0.6630434782608695,45,47,10,5,0.2222222222222222,0.1063829787234042,9,10,16,15,0.375,0.5,0.8,0.625,0.1111111111111111,0.2127659574468085
Home,113,117,-4,55,53,2,41,50,20,21,5,6,0.5487804878048781,0.48,44,42,3,3,0.0681818181818181,0.0714285714285714,3,11,21,22,0.1428571428571428,0.3793103448275862,0.7241379310344828,1.0476190476190477,0.0681818181818181,0.0714285714285714
Home,97,117,-20,43,59,-16,49,42,17,21,5,10,0.3979591836734694,0.6190476190476191,46,47,7,9,0.1521739130434782,0.1914893617021276,10,6,17,24,0.3125,0.2857142857142857,0.8095238095238095,0.75,0.1956521739130435,0.1489361702127659
Home,101,106,-5,51,50,1,48,49,17,20,6,2,0.4166666666666667,0.4285714285714285,45,44,5,7,0.1111111111111111,0.1590909090909091,12,13,19,24,0.3870967741935484,0.4482758620689655,0.6551724137931034,0.7741935483870968,0.1555555555555555,0.1136363636363636
Away,122,101,21,62,58,4,51,44,23,19,8,5,0.5294117647058824,0.4886363636363636,44,48,4,7,0.0909090909090909,0.1458333333333333,7,8,19,21,0.25,0.32,0.76,0.75,0.1590909090909091,0.0833333333333333
Home,93,117,-24,48,51,-3,47,51,17,22,6,4,0.425531914893617,0.4705882352941176,47,45,5,5,0.1063829787234042,0.1111111111111111,10,10,22,25,0.3333333333333333,0.3448275862068966,0.7586206896551724,0.8333333333333334,0.1063829787234042,0.1111111111111111
Home,104,106,-2,51,52,-1,47,48,16,20,8,3,0.425531914893617,0.4479166666666667,50,46,8,6,0.16,0.1304347826086956,10,6,26,23,0.3225806451612903,0.2142857142857142,0.9285714285714286,0.7419354838709677,0.12,0.1739130434782608
Home,107,117,-10,41,74,-33,39,51,15,31,2,6,0.4102564102564102,0.6666666666666666,47,45,12,6,0.2553191489361702,0.1333333333333333,8,11,13,18,0.3333333333333333,0.55,0.65,0.75,0.1276595744680851,0.2666666666666666
Away,109,106,3,52,59,-7,46,39,18,20,6,9,0.4565217391304347,0.6282051282051282,44,44,4,10,0.0909090909090909,0.2272727272727272,8,7,14,23,0.2857142857142857,0.3684210526315789,0.7368421052631579,0.8214285714285714,0.2272727272727272,0.0909090909090909
Away,124,116,8,62,64,-2,44,40,24,24,4,7,0.5909090909090909,0.6875,44,43,6,7,0.1363636363636363,0.1627906976744186,8,5,14,14,0.4,0.3125,0.875,0.7,0.1590909090909091,0.1395348837209302
Home,76,84,-8,39,42,-3,45,41,14,17,3,6,0.3444444444444444,0.4878048780487805,45,43,6,10,0.1333333333333333,0.2325581395348837,9,6,20,24,0.2903225806451613,0.25,0.8333333333333334,0.7741935483870968,0.2222222222222222,0.1395348837209302
Away,102,98,4,47,51,-4,42,44,17,21,7,5,0.4880952380952381,0.5340909090909091,44,43,5,5,0.1136363636363636,0.1162790697674418,6,6,18,23,0.24,0.2608695652173913,0.782608695652174,0.92,0.1136363636363636,0.1162790697674418
Home,84,99,-15,41,58,-17,37,49,15,22,2,7,0.4324324324324324,0.5204081632653061,46,42,9,5,0.1956521739130435,0.119047619047619,7,8,20,20,0.3181818181818182,0.2962962962962963,0.7407407407407407,0.9090909090909092,0.108695652173913,0.2142857142857142
Home,111,123,-12,65,60,5,43,46,23,22,8,8,0.627906976744186,0.5652173913043478,45,43,9,7,0.2,0.1627906976744186,10,10,16,12,0.5,0.4166666666666667,0.6666666666666666,0.6,0.1555555555555555,0.2093023255813953
Away,109,103,6,46,55,-9,45,44,19,21,4,8,0.4666666666666667,0.5681818181818182,45,42,3,7,0.0666666666666666,0.1666666666666666,7,7,17,21,0.2692307692307692,0.3043478260869565,0.7391304347826086,0.8076923076923077,0.1555555555555555,0.0714285714285714
Home,123,128,-5,60,63,-3,46,49,21,22,6,8,0.5217391304347826,0.5306122448979592,47,49,8,5,0.1702127659574468,0.1020408163265306,5,8,21,20,0.2,0.2962962962962963,0.7777777777777778,0.8,0.1063829787234042,0.1632653061224489
Home,112,126,-14,63,69,-6,48,45,23,25,5,6,0.53125,0.6222222222222222,48,47,6,8,0.125,0.1702127659574468,9,6,17,19,0.36,0.3,0.85,0.76,0.1666666666666666,0.1276595744680851
Home,106,109,-3,55,53,2,44,48,19,19,10,3,0.5454545454545454,0.4270833333333333,43,47,7,7,0.1627906976744186,0.1489361702127659,4,16,18,22,0.16,0.5517241379310345,0.6206896551724138,0.88,0.1627906976744186,0.1489361702127659
Home,85,105,-20,44,56,-12,43,45,17,17,2,7,0.4186046511627907,0.4555555555555555,41,44,6,5,0.1463414634146341,0.1136363636363636,6,10,19,21,0.2307692307692307,0.3571428571428571,0.6785714285714286,0.8076923076923077,0.1219512195121951,0.1363636363636363
Away,122,103,19,66,58,8,46,44,26,21,3,6,0.5978260869565217,0.5454545454545454,41,40,4,7,0.0975609756097561,0.175,13,11,13,12,0.65,0.4782608695652174,0.5652173913043478,0.6,0.1707317073170731,0.1
Home,108,118,-10,53,60,-7,47,45,21,21,2,5,0.4680851063829787,0.5222222222222223,44,45,4,4,0.0909090909090909,0.0888888888888888,8,7,21,21,0.3076923076923077,0.2916666666666667,0.875,0.8076923076923077,0.0909090909090909,0.0888888888888888
Home,112,120,-8,61,51,10,50,43,24,19,5,0,0.53,0.4418604651162791,42,45,7,4,0.1666666666666666,0.0888888888888888,15,6,21,16,0.5769230769230769,0.25,0.875,0.6153846153846154,0.0952380952380952,0.1555555555555555
Home,113,123,-10,62,74,-12,50,46,26,26,7,8,0.59,0.6521739130434783,45,51,8,5,0.1777777777777777,0.0980392156862745,7,7,16,18,0.2916666666666667,0.35,0.8,0.75,0.1111111111111111,0.1568627450980392
Away,140,114,26,65,57,8,52,46,23,22,11,4,0.5480769230769231,0.5217391304347826,51,50,6,10,0.1176470588235294,0.2,9,6,20,22,0.3103448275862069,0.25,0.8333333333333334,0.7586206896551724,0.196078431372549,0.12
Away,121,102,19,48,52,-4,51,34,19,19,3,8,0.4019607843137255,0.6764705882352942,47,44,5,16,0.1063829787234042,0.3636363636363636,15,5,12,21,0.46875,0.3333333333333333,0.8,0.65625,0.3404255319148936,0.1136363636363636
Away,109,96,13,52,47,5,47,42,21,19,5,3,0.5,0.4880952380952381,43,44,3,3,0.0697674418604651,0.0681818181818181,6,3,21,23,0.2307692307692307,0.1304347826086956,0.9130434782608696,0.8846153846153846,0.0697674418604651,0.0681818181818181
Home,111,116,-5,60,64,-4,40,42,20,22,7,9,0.5875,0.6309523809523809,41,42,6,5,0.1463414634146341,0.119047619047619,5,7,14,16,0.25,0.35,0.7,0.8,0.1219512195121951,0.1428571428571428
Away,121,106,15,66,53,13,50,45,25,21,6,5,0.56,0.5222222222222223,44,45,3,4,0.0681818181818181,0.0888888888888888,8,7,19,17,0.32,0.2916666666666667,0.7916666666666666,0.68,0.0909090909090909,0.0666666666666666
Away,111,104,7,55,52,3,42,40,22,16,4,10,0.5714285714285714,0.525,40,44,10,8,0.25,0.1818181818181818,8,10,18,13,0.4,0.4166666666666667,0.75,0.65,0.2,0.2272727272727272
Home,114,128,-14,55,61,-6,46,44,20,23,2,4,0.4565217391304347,0.5681818181818182,46,46,6,8,0.1304347826086956,0.1739130434782608,7,7,17,21,0.2692307692307692,0.3333333333333333,0.8095238095238095,0.8076923076923077,0.1739130434782608,0.1304347826086956
Away,123,120,3,57,44,13,42,44,23,17,4,4,0.5952380952380952,0.4318181818181818,41,41,7,5,0.1707317073170731,0.1219512195121951,8,8,20,12,0.4210526315789473,0.2962962962962963,0.7407407407407407,0.631578947368421,0.1219512195121951,0.1707317073170731
Away,111,104,7,56,59,-3,41,44,22,21,9,8,0.6463414634146342,0.5681818181818182,42,48,12,8,0.2857142857142857,0.1666666666666666,5,12,14,14,0.2631578947368421,0.5217391304347826,0.6086956521739131,0.7368421052631579,0.1904761904761904,0.25
Home,118,127,-9,66,71,-5,46,44,26,25,8,12,0.6521739130434783,0.7045454545454546,43,47,4,2,0.0930232558139534,0.0425531914893617,4,4,20,17,0.2,0.2105263157894736,1.0526315789473684,0.85,0.0465116279069767,0.0851063829787234
Away,117,115,2,52,48,4,39,40,17,15,9,4,0.5512820512820513,0.425,46,48,12,12,0.2608695652173913,0.25,6,10,21,20,0.2727272727272727,0.4,0.84,0.9090909090909092,0.2608695652173913,0.25
Home,132,135,-3,69,76,-7,45,42,26,25,8,10,0.6666666666666666,0.7142857142857143,47,48,9,11,0.1914893617021276,0.2291666666666666,10,6,11,14,0.5263157894736842,0.3529411764705882,0.6470588235294118,0.7368421052631579,0.2340425531914893,0.1875
Home,111,122,-11,46,65,-19,42,43,15,26,3,9,0.3928571428571428,0.7093023255813954,44,40,4,3,0.0909090909090909,0.075,7,4,17,21,0.2592592592592592,0.2352941176470588,1.0,0.7777777777777778,0.0681818181818181,0.1
Away,118,103,15,66,48,18,51,41,26,18,9,2,0.5980392156862745,0.4634146341463415,44,48,6,9,0.1363636363636363,0.1875,9,7,18,18,0.36,0.3043478260869565,0.782608695652174,0.72,0.2045454545454545,0.125
Away,121,114,7,62,57,5,45,47,25,24,11,2,0.6777777777777778,0.5319148936170213,45,48,6,4,0.1333333333333333,0.0833333333333333,3,7,19,18,0.15,0.3043478260869565,0.8260869565217391,0.9,0.0888888888888888,0.125
Home,99,106,-7,47,56,-9,40,46,14,24,4,5,0.4,0.5760869565217391,49,43,9,6,0.1836734693877551,0.1395348837209302,6,4,20,20,0.2307692307692307,0.1818181818181818,0.9090909090909092,0.7692307692307693,0.1224489795918367,0.2093023255813953
Away,115,104,11,42,44,-2,45,44,18,18,5,5,0.4555555555555555,0.4659090909090909,42,43,5,6,0.119047619047619,0.1395348837209302,7,8,19,21,0.2592592592592592,0.3076923076923077,0.7307692307692307,0.7777777777777778,0.1428571428571428,0.1162790697674418
Home,89,101,-12,39,52,-13,47,42,14,21,6,5,0.3617021276595745,0.5595238095238095,48,48,7,11,0.1458333333333333,0.2291666666666666,6,6,20,28,0.1818181818181818,0.2857142857142857,0.9523809523809524,0.8484848484848485,0.2291666666666666,0.1458333333333333
Home,113,120,-7,52,62,-10,46,46,19,25,6,8,0.4782608695652174,0.6304347826086957,47,44,9,5,0.1914893617021276,0.1136363636363636,12,4,18,17,0.4444444444444444,0.1904761904761904,0.8571428571428571,0.6296296296296297,0.1063829787234042,0.2045454545454545
Home,94,99,-5,40,51,-11,48,45,14,21,5,4,0.34375,0.5111111111111111,43,44,6,4,0.1395348837209302,0.0909090909090909,12,9,20,25,0.3529411764705882,0.375,0.8333333333333334,0.7352941176470589,0.0930232558139534,0.1363636363636363
Away,123,115,8,64,56,8,48,41,25,19,5,11,0.5729166666666666,0.5975609756097561,44,44,2,7,0.0454545454545454,0.1590909090909091,8,6,19,18,0.3478260869565217,0.2727272727272727,0.8636363636363636,0.782608695652174,0.1590909090909091,0.0454545454545454
Away,128,126,2,68,64,4,51,52,25,24,10,7,0.5882352941176471,0.5288461538461539,46,46,3,3,0.0652173913043478,0.0652173913043478,9,11,19,20,0.3461538461538461,0.3928571428571428,0.6785714285714286,0.7692307692307693,0.0652173913043478,0.0652173913043478
Home,110,118,-8,55,61,-6,50,38,22,21,5,7,0.49,0.6447368421052632,41,43,3,7,0.073170731707317,0.1627906976744186,10,6,13,19,0.3571428571428571,0.3529411764705882,0.7647058823529411,0.6785714285714286,0.1707317073170731,0.0697674418604651
Home,104,126,-22,52,65,-13,50,44,19,23,9,12,0.47,0.6590909090909091,46,46,2,7,0.0434782608695652,0.1521739130434782,6,5,16,25,0.1935483870967742,0.238095238095238,0.7619047619047619,0.8064516129032258,0.1521739130434782,0.0434782608695652
Home,98,111,-13,40,52,-12,45,42,16,20,0,5,0.3555555555555555,0.5357142857142857,49,45,10,8,0.2040816326530612,0.1777777777777777,12,3,22,19,0.4137931034482758,0.1363636363636363,1.0,0.6551724137931034,0.1632653061224489,0.2222222222222222
Away,115,113,2,54,67,-13,46,44,20,26,4,7,0.4782608695652174,0.6704545454545454,45,45,5,7,0.1111111111111111,0.1555555555555555,6,6,13,21,0.2307692307692307,0.3333333333333333,0.7222222222222222,0.8076923076923077,0.1555555555555555,0.1111111111111111
Away,101,99,2,46,56,-10,48,50,18,19,4,8,0.4166666666666667,0.46,41,45,4,4,0.0975609756097561,0.0888888888888888,7,15,21,23,0.2333333333333333,0.4838709677419355,0.6774193548387096,0.7666666666666667,0.0975609756097561,0.0888888888888888
Away,111,103,8,49,48,1,47,44,17,19,5,6,0.4148936170212766,0.5,48,45,6,9,0.125,0.2,9,7,20,23,0.3,0.28,0.8,0.7666666666666667,0.1875,0.1333333333333333
Home,112,119,-7,56,51,5,49,44,23,19,6,4,0.5306122448979592,0.4772727272727273,47,50,10,9,0.2127659574468085,0.18,11,6,20,18,0.4230769230769231,0.24,0.8,0.6923076923076923,0.1914893617021276,0.2
Away,114,103,11,53,53,0,40,43,20,22,7,6,0.5875,0.5813953488372093,45,45,10,8,0.2222222222222222,0.1777777777777777,5,7,16,15,0.25,0.3333333333333333,0.7619047619047619,0.75,0.1777777777777777,0.2222222222222222
Home,87,117,-30,45,62,-17,53,38,19,21,3,7,0.3867924528301887,0.6447368421052632,46,50,8,11,0.1739130434782608,0.22,11,5,14,23,0.3235294117647059,0.2941176470588235,0.8235294117647058,0.6764705882352942,0.2391304347826087,0.16
Away,129,114,15,65,47,18,48,45,29,17,4,6,0.6458333333333334,0.4444444444444444,47,49,5,8,0.1063829787234042,0.1632653061224489,4,6,23,15,0.2105263157894736,0.2142857142857142,0.8214285714285714,0.7894736842105263,0.1702127659574468,0.1020408163265306
Away,112,110,2,60,55,5,41,34,20,19,8,9,0.5853658536585366,0.6911764705882353,40,40,5,13,0.125,0.325,6,7,9,16,0.2857142857142857,0.4666666666666667,0.6,0.7619047619047619,0.325,0.125
Away,122,108,14,62,49,13,42,41,24,19,8,3,0.6666666666666666,0.5,43,43,4,5,0.0930232558139534,0.1162790697674418,3,3,21,17,0.1666666666666666,0.1363636363636363,0.9545454545454546,0.9444444444444444,0.1162790697674418,0.0930232558139534
